entry,ema,sma,sma2,slope,trail,cooldown,rejected,n,n_long,n_short,wr,pf,net_pct,maxdd,rdd,avg_win,avg_loss,med_win,med_loss,expectancy_r,sharpe,sortino,med_mfe_pts,longest_loss_streak,months_pos,years_pos,top_month_share,bars_held,score
12,504,192,400,48,3.5,24,drawdown > 55%,633,387,246,14.375987361769353,1.0875941304370307,77.41976588137572,63.21587195188887,1.2246887291263953,1056.3365593518206,-163.0713105403655,555.286516728785,-142.262523020403,0.08597212016267945,0.49709376452416815,4.659643852008468,,33,41.66666666666667,40.0,79.98848833085366,27.265402843601894,
12,504,192,400,48,4.24,24,,531,322,209,19.02071563088512,1.1883378728186251,265.64685071390664,46.44541278755055,5.719549784798379,1659.5317869656942,-328.0186637491731,936.6801397527236,-280.9919383197146,0.1780394690354266,0.8363623720366987,7.116890732632764,,24,50.0,80.0,35.1211542914376,40.12806026365348,3.288999051181122
12,504,192,400,48,5.0,24,profit factor < 1.15,475,283,192,20.210526315789473,1.1301667382991178,146.94838958967352,49.64131436424359,2.960203440856509,1329.034017021315,-297.8691996703929,699.5664162248283,-254.05917137184593,0.12176888913107155,0.6797173103504401,4.696907208076549,,22,45.83333333333333,80.0,68.62857861747533,50.66105263157895,
12,504,192,400,48,6.0,24,one month is >40% of profit,389,235,154,22.36503856041131,1.1664118365467786,147.33320828314777,39.57082063528572,3.723279070734489,1186.9955696010582,-293.16322426151413,817.4518281204171,-243.83479387898223,0.1553300090550932,0.7137487547465818,3.855181871178403,,17,56.25,80.0,40.943997268103395,71.31362467866325,
12,504,192,400,96,3.5,24,drawdown > 55%,616,387,229,14.44805194805195,1.112532669339893,115.0487769699909,63.60870614190702,1.808695443565922,1277.9861631805084,-193.99599777242153,736.5741128704963,-165.24898750434363,0.11302186954473462,0.581710446413147,5.592304421084788,,33,39.58333333333333,60.0,66.60569929135787,27.756493506493506,
12,504,192,400,96,4.24,24,,520,323,197,19.038461538461537,1.1907788331791596,297.5581058247962,45.602146806682356,6.525089862242916,1876.0201932667478,-370.47550724686084,1017.6249619666621,-319.6279922342846,0.17902910273475328,0.8701670344281016,7.596349069091543,,24,47.91666666666667,80.0,36.49602017188796,39.940384615384616,3.252485646171234
12,504,192,400,96,5.0,24,one month is >40% of profit,462,284,178,20.346320346320347,1.1715415800346776,201.1026451895853,47.774819471100436,4.209385768819801,1461.0942465485236,-318.56683330598565,793.59881797237,-274.4138306270435,0.15862433384109123,0.7730139173871972,5.695222236587623,,22,47.91666666666667,80.0,50.267268841400295,50.98051948051948,
12,504,192,400,96,6.0,24,,380,239,141,22.894736842105264,1.189392405939271,158.61375994592973,37.7581920628587,4.200777401679464,1144.9439003393506,-285.83188851512125,766.4549915033299,-237.4099457366444,0.17581598367394363,0.7382349304369966,4.11783660263742,,17,54.166666666666664,80.0,37.608297364392755,71.66578947368421,3.6338195872386176
12,504,192,400,192,3.5,24,drawdown > 55%,591,391,200,14.551607445008461,1.1066833918451466,107.2563040916457,58.625110624471354,1.8295283872244783,1293.7517608853495,-199.0832099544069,702.3833963622039,-171.92334786216972,0.10556026874575737,0.5655806320247593,5.4166141982367595,,33,45.83333333333333,40.0,69.94665968850909,27.93570219966159,
12,504,192,400,192,4.24,24,,499,327,172,19.438877755511022,1.203967650465073,321.8448181505472,45.01415184823486,7.149858543056559,1958.5213566831162,-392.51763627663576,1182.6295662219084,-338.6952798521253,0.19043064189547526,0.905123181723183,7.911170324843819,,22,52.083333333333336,80.0,34.73665624545645,40.61322645290581,3.5003901810141325
12,504,192,400,192,5.0,24,profit factor < 1.15,445,287,158,20.89887640449438,1.14825442681546,182.36609359072813,44.631768642200086,4.086015390801653,1518.7685839447765,-349.4570140562255,831.4775383318646,-298.7286214202727,0.137185196491349,0.7543226313723294,5.494656490441075,,15,45.83333333333333,60.0,57.39217702153526,51.21797752808989,
12,504,192,400,192,6.0,24,profit factor < 1.15,365,239,126,23.56164383561644,1.1434609119656491,121.60958809328018,33.742514316261925,3.6040464250368993,1127.0861219075605,-303.82956155814395,791.2096250646296,-249.9687016247124,0.1332874681968909,0.663363622080269,3.6333685399772433,,16,50.0,60.0,56.29202305948514,72.32876712328768,
12,504,192,630,48,3.5,24,drawdown > 55%,620,375,245,14.838709677419354,1.1019723055063055,91.30008754344992,55.023989897166516,1.6592778479728432,1072.437047273477,-169.57234771745243,594.797608676366,-150.05398400462298,0.0981368183537899,0.5310651506467671,5.027645493609628,,33,45.83333333333333,60.0,74.00095903985819,27.267741935483873,
12,504,192,630,48,4.24,24,,517,310,207,19.729206963249517,1.2175996418402733,332.66866719183594,41.629123589372,7.99124839795491,1824.9798007281404,-368.3881276026186,942.7249215626312,-320.0653612182804,0.20104009443062487,0.9205834278308805,7.912522365403335,,21,52.083333333333336,80.0,33.81509200987868,40.57833655705996,3.7710301169831753
12,504,192,630,48,5.0,24,profit factor < 1.15,462,272,190,20.12987012987013,1.1422993001422115,158.53940089873936,46.877761529916604,3.381974644791052,1368.457804401108,-301.93126211227406,692.6571443273032,-255.2810887336441,0.13442393171640057,0.7077111456674111,4.876882717108884,,17,45.83333333333333,80.0,60.376564230111725,51.333333333333336,
12,504,192,630,48,6.0,24,profit factor < 1.15,385,234,151,21.558441558441558,1.1453857091343373,121.88230143432268,38.913026558699514,3.132172236730692,1156.8914057804786,-277.59522031903134,783.2179905137368,-224.7167863387901,0.14087839697281626,0.6558460325797184,3.6469733792253898,,16,54.166666666666664,80.0,45.86104567081806,70.51168831168832,
12,504,192,630,96,3.5,24,drawdown > 55%,604,374,230,14.90066225165563,1.120387389575888,118.54339200690542,55.51311445177469,2.1354123827782416,1225.8068814348173,-191.57252943276853,684.0210156513499,-168.6875530021176,0.11634758496301391,0.590383278404563,5.724797534912404,,33,43.75,60.0,66.37884098364543,27.607615894039736,
12,504,192,630,96,4.24,24,,507,310,197,19.723865877712033,1.21131704377298,341.43620401440506,40.17347054832436,8.49904674289203,1957.1894717972623,-396.9909748852228,1031.3149299794395,-344.77293443798914,0.19532977276052696,0.9254430031167198,8.099874740303065,,21,54.166666666666664,80.0,36.42348734314078,40.21499013806706,3.7594210844024367
12,504,192,630,96,5.0,24,one month is >40% of profit,450,272,178,20.0,1.1621365161626633,183.11406273499387,44.800799493446945,4.087294530575914,1458.3289574854462,-313.71722194497437,776.6792666705696,-268.0878302165176,0.15178612885279194,0.7477433530149759,5.468771762602424,,16,45.83333333333333,80.0,51.58698995007869,51.40888888888889,
12,504,192,630,96,6.0,24,one month is >40% of profit,376,234,142,21.808510638297875,1.1620093130318052,129.98231024185722,36.93420542565114,3.5192935313990352,1136.9464959872585,-272.8958559413928,765.6944033155132,-223.94611594632357,0.15436643415812537,0.6749159041101894,3.92189476117821,,15,52.083333333333336,80.0,43.46000497723118,70.63829787234043,
12,504,192,630,192,3.5,24,profit factor < 1.15,582,376,206,14.776632302405499,1.1040295330774967,103.95666139733642,53.35404381972566,1.9484307834020695,1282.8560128890613,-201.4716753401726,713.8677005586487,-178.10502402869398,0.10028896944186946,0.5592723575234831,5.402063987201023,,33,41.66666666666667,60.0,77.5009893192413,27.623711340206185,
12,504,192,630,192,4.24,24,,488,312,176,19.87704918032787,1.211475240873416,354.01805753216223,39.963646241923506,8.858502434664802,2090.781723447075,-428.1432772919439,1118.9905410486756,-374.3954847350634,0.19376484727603072,0.9456512890955932,8.325027367371401,,21,52.083333333333336,80.0,37.414595295946164,40.85040983606557,3.690988486008842
12,504,192,630,192,5.0,24,profit factor < 1.15,435,273,162,20.45977011494253,1.141513137375105,171.36602642324226,41.49188770588914,4.130109182738376,1553.1695747285426,-349.98696389744526,876.6646524471172,-295.794559301186,0.13318192506988177,0.7386293476772476,5.364416275574663,,16,47.91666666666667,60.0,58.7363793490296,51.63448275862069,
12,504,192,630,192,6.0,24,profit factor < 1.15,362,233,129,22.65193370165746,1.1240387580468623,100.69918501948199,34.54352223879342,2.915139467346898,1112.8483356286042,-289.9415893557048,769.9688461669186,-237.59753583366862,0.11707804261381323,0.6070571416761625,3.464213037672196,,14,50.0,60.0,63.73253696922963,71.29834254143647,
12,504,192,1008,48,3.5,24,one month is >40% of profit,569,328,241,15.114235500878733,1.186183319108473,205.6211848185642,43.36258511079367,4.7419032858209755,1523.282490930596,-228.65460815357105,761.8849211813108,-202.22347981240944,0.17869977740861517,0.743655980026295,7.443499665156425,,29,46.808510638297875,100.0,42.2868305181287,27.794376098418276,
12,504,192,1008,48,4.24,24,,476,275,201,19.537815126050422,1.222905074852642,261.55727705759347,35.4588397001438,7.3763631091553385,1542.967043763865,-306.37129860125344,795.7814312845031,-265.4611642478894,0.20699452569980048,0.863416751736221,7.300849697896773,,20,44.680851063829785,100.0,38.26154540616849,41.371848739495796,3.8992866859714437
12,504,192,1008,48,5.0,24,one month is >40% of profit,426,243,183,20.187793427230048,1.153584278471875,130.9555401723444,39.69631750082914,3.298934219014374,1143.741796108813,-250.78306014153966,616.8578469862309,-211.75195469108257,0.1451733334622808,0.6700151118445002,4.700364535833367,,18,46.808510638297875,75.0,55.11174236149352,52.375586854460096,
12,504,192,1008,48,6.0,24,profit factor < 1.15,361,209,152,21.88365650969529,1.1389947584162565,92.87439117711241,31.484326955262205,2.949861094667283,963.3679437673866,-236.94549092167486,692.7173632523675,-197.40971300861577,0.13032275754477324,0.5930993058477384,3.4335990125079223,,15,53.191489361702125,75.0,59.297796951479306,70.7202216066482,
12,504,192,1008,96,3.5,24,one month is >40% of profit,557,328,229,15.260323159784562,1.2055942216307345,262.10517483782263,44.458275696667236,5.895531725659595,1808.201907951327,-270.09882350017057,935.8347616857761,-239.45721416386803,0.19651353798550375,0.8186804862618535,8.45723297117317,,29,44.680851063829785,100.0,40.665192906800094,28.11310592459605,
12,504,192,1008,96,4.24,24,,471,275,196,19.53290870488323,1.222375405855217,290.0037251720272,37.33916419795867,7.766743884103375,1732.7407887877578,-344.09440646773356,934.4287766002642,-302.9724599049593,0.20322611564008056,0.894633565711787,7.662406557382019,,20,48.93617021276596,100.0,38.76553450777983,40.87048832271762,3.877130743482274
12,504,192,1008,96,5.0,24,one month is >40% of profit,421,243,178,19.71496437054632,1.1639977050199493,144.64680452166178,40.970489027022,3.5305120333384425,1236.9299489216544,-260.9482405571928,660.673670888723,-219.47700886830427,0.15654446445168435,0.6949052653367463,4.995159378607655,,18,46.808510638297875,75.0,50.66005388740409,51.957244655581945,
12,504,192,1008,96,6.0,24,profit factor < 1.15,355,209,146,22.253521126760564,1.13629693596252,86.06063698189465,32.42270952827222,2.654332047938522,908.2035764151117,-228.7754305746534,586.1066063539414,-192.25171348619602,0.1260973570172472,0.5712415837400762,3.3166271446070836,,15,53.191489361702125,75.0,61.60273609542555,70.8056338028169,
12,504,192,1008,192,3.5,24,,538,328,210,15.613382899628252,1.2135739671043762,286.1206565643514,41.39092637192635,6.912642012245817,1935.4763272583666,-295.0835811305455,1113.069388175918,-259.1019397479629,0.20525619462187236,0.8496799264121377,8.675210017958909,,30,44.680851063829785,100.0,39.118779150932745,28.574349442379184,3.525701079750587
12,504,192,1008,192,4.24,24,one month is >40% of profit,456,276,180,19.956140350877195,1.2220460500120316,300.29307947493646,36.14802716454511,8.307315862854928,1816.1363503444309,-370.51808201054666,1057.673736909252,-328.22367597603545,0.20063679228215625,0.9162154581499935,7.840691995430718,,18,48.93617021276596,75.0,40.127686036707146,41.651315789473685,
