entry,ema,sma,sma2,slope,trail,cooldown,rejected,n,n_long,n_short,wr,pf,net_pct,maxdd,rdd,avg_win,avg_loss,med_win,med_loss,expectancy_r,sharpe,sortino,med_mfe_pts,longest_loss_streak,months_pos,years_pos,top_month_share,bars_held,score
24,1008,288,630,96,4.24,24,,430,263,167,21.16279069767442,1.3320962611241043,541.2445358636153,34.374634953434445,15.745462798275865,2385.743536062101,-480.76167609229987,1432.6400531754462,-417.2875933332796,0.3016404616499907,1.1081247791870406,10.06289987684403,,20,52.083333333333336,100.0,26.36897647817036,41.2953488372093,5.162259124948886
18,1008,192,630,96,4.24,24,,442,268,174,20.361990950226243,1.3343859981325161,541.2512311817101,33.81377701502134,16.006825588909106,2399.8814025122842,-459.84148610208683,1343.4249026097204,-405.15153849923206,0.3022450072205564,1.1049217295798741,10.080546978321848,,17,56.25,80.0,24.745760836770835,41.75339366515837,5.127332849228669
24,1008,384,400,96,4.24,24,,446,274,172,20.40358744394619,1.3326409373492227,527.2345080944978,34.96922218638308,15.077101380304692,2321.132271076856,-446.47770664378635,1395.4445379146773,-387.8896495380983,0.30476197394953614,1.0895252360248344,9.917193872588504,,20,56.25,80.0,24.505736014303288,41.053811659192824,5.092851920708601
24,1512,384,400,48,4.24,24,,431,252,179,20.649651972157773,1.3130274097892503,506.1945704719731,34.169689632985204,14.81414013147271,2385.716864125177,-472.83433877176446,1478.087401098085,-419.23704370895666,0.2801435079146237,1.100582824113501,9.945673316722223,,19,54.166666666666664,100.0,27.61706886759744,41.37354988399072,5.072339380581052
24,1008,288,400,96,4.24,24,,438,269,169,20.776255707762555,1.3374906621031015,539.4845138966756,35.15737192001006,15.344847593389776,2349.452060634741,-460.6676833662647,1420.8040825777666,-399.9229094306386,0.30798430756832895,1.1003764225169652,10.089079099415427,,20,54.166666666666664,80.0,24.76498019080456,40.89954337899543,5.061940981318693
24,1008,192,400,96,4.24,24,,426,262,164,20.89201877934272,1.3430085050382166,549.0487139389672,34.41286371387699,15.954752225911479,2415.4316144047516,-474.9808376502261,1359.6040779407479,-410.8193969111465,0.31372587468511376,1.108548849107906,10.244456886357783,,17,54.166666666666664,80.0,26.143973664098148,41.16197183098591,5.043976734401908
24,1512,384,400,96,4.24,24,,422,253,169,20.61611374407583,1.3121147497430945,484.85189663873183,31.942830990428302,15.17873906617789,2342.86557403781,-463.7137769475113,1442.492784541192,-405.21415930255745,0.28353849867220715,1.0844508588391484,9.846301824284497,,19,54.166666666666664,100.0,28.444236192042805,41.317535545023695,5.041308992089979
18,1008,192,400,96,4.24,24,,444,271,173,20.27027027027027,1.3512381145615484,522.1278312208717,36.34899820781323,14.364297696343117,2231.8478451883852,-419.9252060589478,1225.4872454799442,-369.52284940815616,0.3182383946525273,1.0846267306522115,10.05612643201893,,17,56.25,80.0,22.150016767784052,41.700450450450454,5.038836241943873
24,1008,384,400,48,4.24,24,,457,271,186,19.693654266958426,1.3167583432117644,489.44946920608123,35.085075237157795,13.95036111217218,2260.702260078065,-421.03067162511644,1394.9546047422332,-369.2239909174297,0.29006928840555085,1.0597553510282327,9.547498742759515,,20,58.333333333333336,80.0,25.478122655983093,40.67396061269147,5.037035495505557
24,756,384,400,96,4.24,24,,464,288,176,20.25862068965517,1.3018714401119713,479.785466987098,33.01291916756468,14.533263918644584,2201.2294183118875,-429.55950979083144,1249.2529026819914,-371.9501256660828,0.27799974556742707,1.0502251443478068,9.335553054451863,,21,58.333333333333336,80.0,25.438073554172647,40.56681034482759,5.032947999803463
24,1512,288,400,48,4.24,24,,423,247,176,21.04018912529551,1.3148121373116346,513.1083560929412,33.86411654049207,15.151978215034969,2407.860471920536,-487.99025865758557,1531.275095454981,-424.811193182131,0.28554382226528696,1.1080374643184392,10.083722659011793,,19,52.083333333333336,100.0,28.17288790663736,41.1371158392435,5.017712486459233
24,756,288,400,96,4.24,24,,457,283,174,20.568927789934357,1.306382189577197,487.2379721238731,33.08792799930837,14.725551026768969,2210.1411400880797,-438.09771337711345,1252.617339969281,-373.37743169558036,0.28554651418796395,1.0577393331408471,9.439724346930301,,21,56.25,80.0,25.56294844483244,40.459518599562365,5.000468657805071
24,1008,288,400,48,4.24,24,,449,266,183,20.044543429844097,1.3215865862262521,500.96664342487844,35.27248247191782,14.202761141740533,2287.515242840764,-433.92676187515565,1401.64454661804,-378.8802021540959,0.2944832219889072,1.070497693409449,9.71044072869288,,20,56.25,80.0,25.740196945446502,40.516703786191535,4.9909645729756384
24,1008,192,400,48,4.24,24,,436,259,177,20.18348623853211,1.3303108546420217,514.9763178713985,34.324645194163246,15.003106804406762,2356.8659089686203,-448.00737989108825,1364.1646452435261,-389.5717964830869,0.3031888741445425,1.0824920654540535,9.895493609405937,,18,56.25,80.0,26.902889376668632,40.84862385321101,4.990580800597503
24,1512,288,400,96,4.24,24,,414,248,166,21.014492753623188,1.314098731902514,491.5283150214001,32.247188407919474,15.242516922830003,2363.6931762563245,-478.5580270096643,1487.5612132685199,-413.93625240979384,0.28682350349661156,1.0918919402292113,9.986447797629715,,19,52.083333333333336,100.0,29.0135067399127,41.07487922705314,4.977272690903726
